S 0021E 0 1 14138 0000363C 0000F581 000023E8 0000C590 0000E4F2 0000A354 0000514E 00004654 003E4026 003E410A 003E41A6 003E4174 003E407A 003E4321 003E5200 6220A52F
S 00224 0 1 141C4 00004800 00001AB7 00002E02 0000CB89 00009F8B 0000CAED 00006BAF 0000FD45 003E4177 003E42B3 003E42A3 003E4163 003E4283 003E40DC 003E5200 E20E4DEF
S 0022A 0 1 141D4 00004D06 00000C4C 00003E39 0000F2E6 0000D0B4 000066AC 0000CB9E 0000DEA9 003E42F6 003E41B0 003E4311 003E4063 003E411B 003E41B4 003E5200 9AB4CA94
S 00230 0 1 14230 00004631 00004031 00009442 000017C4 00005141 000051BF 0000510B 00002912 003E402E 003E4276 003E4204 003E42C8 003E408D 003E42C5 003E5200 244A30E5
S 00236 0 1 1A0CC 0000A1DF 00003092 00006F30 0000A295 0000207B 000034F6 00005423 0000E249 003E4287 003E416D 003E4012 003E42EF 003E4322 003E41CE 003E5200 F711919F
S 0023C 0 1 19F3E 0000E4D6 0000B6D0 00000A59 0000B18F 00007622 000096CE 00002839 0000ECA9 003E4016 003E4091 003E42C2 003E427B 003E4049 003E4138 003E5200 5AD8EB04
S 00242 0 1 1684C 0000F933 00009275 000089FC 0000CF9E 00006AA1 00000607 00005264 0000B8F9 003E4287 003E42D8 003E426B 003E41E5 003E424D 003E4288 003E5200 4BB14990
S 00248 0 1 18B76 000079C5 00000000 00003B99 000038A3 00006D11 00007852 00003C47 00009B54 003E4288 003E4342 003E4027 003E4202 003E4291 003E4084 003E5200 29A3AF7E
S 0024E 0 1 18B26 000054BF 0000D3EB 00001159 0000EDF3 00001047 0000936F 0000302D 00004C2D 003E4150 003E4105 003E4087 003E4133 003E403F 003E4109 003E5200 7A021740
S 00254 0 1 18B5C 0000BCD5 000006EE 000025BD 0000A40B 000082F5 000094CC 0000944A 0000777B 003E41B2 003E41AF 003E413F 003E41C8 003E42E7 003E41FD 003E5200 8E5220BE
S 0025A 0 1 190DA 0000459C 000043D9 000015BC 0000BF57 000001E1 000082FA 0000684D 00008F43 003E4277 003E4267 003E42D1 003E405D 003E4323 003E408A 003E5200 3BFB2AED
S 00260 0 1 1908A 0000D5F1 00000243 000006C9 00006158 0000242E 0000E96B 000003A6 000001CF 003E40B2 003E4143 003E437A 003E423F 003E4032 003E419F 003E5200 0BD6F27E
S 00266 0 1 190C0 00001939 0000E7E9 0000DEF4 0000C05B 00005003 0000B8F6 0000449B 00001DFC 003E4281 003E41A3 003E4366 003E4261 003E4314 003E402C 003E5200 4A8D4C3A
S 0026C 0 1 183F2 00008B1D 0000B859 0000B68D 00001B9C 00001625 0000D522 000046C8 0000A5A5 003E40D2 003E4059 003E425C 003E4106 003E40AD 003E410A 003E5200 4276114B
S 00272 0 1 15830 0000CDC7 00000664 00007FD4 00004F94 0000E5C3 0000E9F5 000027A4 0000625B 003E42BD 003E4254 003E4212 003E405B 003E408C 003E414E 003E5200 D8CFF59A
S 00278 0 1 15858 0000C808 00001953 00002AD2 0000602D 00000435 00006FB3 0000BA13 0000AE41 003E4129 003E4161 003E4094 003E436F 003E42BF 003E428D 003E5200 E12AC214
S 0027E 0 1 19C2E 00003F03 0000EE0C 000043D2 00002F66 0000F551 000063BA 000013F5 00004F16 003E424B 003E4152 003E4345 003E42B2 003E4151 003E434D 003E5200 64F46A29
